substance_code,preferred_label_ko,preferred_label_en,atc_codes,representative_label
378803ATB,텔미사르탄,nan,C09CA07,텔미사르탄
511500ATB,"텔미사르탄, 암로디핀",nan,C09DB04,"텔미사르탄, 암로디핀"
511600ATB,"텔미사르탄, 암로디핀",nan,C09DB04,"텔미사르탄, 암로디핀"
511700ATB,"텔미사르탄, 암로디핀",nan,C09DB04,"텔미사르탄, 암로디핀"
671200ATB,"텔미사르탄, 암로디핀, 로수바스타틴",nan,C10BX,"텔미사르탄, 암로디핀, 로수바스타틴"
671300ATB,"텔미사르탄, 암로디핀, 로수바스타틴",nan,C10BX,"텔미사르탄, 암로디핀, 로수바스타틴"
671400ATB,"텔미사르탄,암로디핀,로수바스타틴",nan,C10BX,"텔미사르탄,암로디핀,로수바스타틴"
671500ATB,"텔미사르탄,암로디핀,로수바스타틴",nan,C10BX,"텔미사르탄,암로디핀,로수바스타틴"
736200ATB,"텔미사르탄,에스암로디핀베실산염이수화물",nan,,"텔미사르탄,에스암로디핀베실산염이수화물"
443200ATB,"텔미사르탄,히드로클로로티아지드",nan,C09DA07,"텔미사르탄,히드로클로로티아지드"
443300ATB,"텔미사르탄,히드로클로로티아지드",nan,C09DA07,"텔미사르탄,히드로클로로티아지드"
506001ATB,텔비부딘,telbivudine,J05AF11,텔비부딘
568230BIJ,템시롤리무스,temsirolimus,L01EG01,템시롤리무스
242002ATB,토라세미드,torasemide,C03CA04,토라세미드
242001ATB,토르세미드,torasemide,C03CA04,토르세미드
242003ATB,토르세미드,torasemide,C03CA04,토르세미드
240833COS,토브라마이신,tobramycin,S01AA12,토브라마이신
240834COS,토브라마이신,tobramycin,S01AA12,토브라마이신
240841BIJ,토브라마이신,tobramycin,J01GB01,토브라마이신
240843BIJ,토브라마이신,tobramycin,J01GB01,토브라마이신
240845COO,토브라마이신,tobramycin,S01AA12,토브라마이신
242201ATB,토수플록사신토실산염수화물,tosufloxacin,J01MA22,토수플록사신토실산염수화물
242230COS,토수플록사신토실산염수화물,tosufloxacin,S01AE09,토수플록사신토실산염수화물
520430BIJ,토실리주맙,nan,L04AC07,토실리주맙
520431BIJ,토실리주맙,nan,L04AC07,토실리주맙
520432BIJ,토실리주맙,nan,L04AC07,토실리주맙
520433BIJ,토실리주맙,nan,L04AC07,토실리주맙
627205ASY,토파시티닙시트르산염,nan,,토파시티닙시트르산염
627201ATB,토파시티닙시트르산염,tofacitinib,L04AF01,토파시티닙시트르산염
627202ATB,토파시티닙시트르산염,tofacitinib,L04AF01,토파시티닙시트르산염
627204ATR,토파시티닙시트르산염,tofacitinib,L04AF01,토파시티닙시트르산염
241901BIJ,토포테칸염산염,topotecan,L01CE01,토포테칸염산염
241801ATB,토피라메이트,nan,N03AX11,토피라메이트
241803ATB,토피라메이트,nan,N03AX11,토피라메이트
241801ACR,토피라메이트,topiramate,N03AX11,토피라메이트
241802ACR,토피라메이트,topiramate,N03AX11,토피라메이트
241803ACH,토피라메이트,topiramate,N03AX11,토피라메이트
241803ACR,토피라메이트,topiramate,N03AX11,토피라메이트
241804ACH,토피라메이트,topiramate,N03AX11,토피라메이트
241804ACR,토피라메이트,topiramate,N03AX11,토피라메이트
241804ATB,토피라메이트,topiramate,N03AX11,토피라메이트
241201ATB,토피소팜,tofisopam,N05BA23,토피소팜
616503ATB,톨밥탄,tolvaptan,C03XA01,톨밥탄
616504ATB,톨밥탄,tolvaptan,C03XA01,톨밥탄
616501ATB,톨밥탄분무건조분말,tolvaptan,C03XA01,톨밥탄분무건조분말
616502ATB,톨밥탄분무건조분말,tolvaptan,C03XA01,톨밥탄분무건조분말
357102ACR,톨터로딘-L-타르타르산염,nan,G04BD07,톨터로딘-L-타르타르산염
357103ACR,톨터로딘-L-타르타르산염,nan,G04BD07,톨터로딘-L-타르타르산염
357102ATB,톨터로딘-L-타르타르산염,tolterodine,G04BD07,톨터로딘-L-타르타르산염
357103ATR,톨터로딘-L-타르타르산염,tolterodine,G04BD07,톨터로딘-L-타르타르산염
452101CPC,툴로부테롤,tulobuterol,R03CC11,툴로부테롤
452102CPC,툴로부테롤,tulobuterol,R03CC11,툴로부테롤
452103CPC,툴로부테롤,tulobuterol,R03CC11,툴로부테롤
242531BIJ,트라넥삼산,nan,B02AA02,트라넥삼산
242501ACH,트라넥삼산,tranexamic acid,B02AA02,트라넥삼산
242530BIJ,트라넥삼산,tranexamic acid,B02AA02,트라넥삼산
242630COS,트라닐라스트,Other antiallergics,S01GX,트라닐라스트
242601ACH,트라닐라스트,Other antihistamines for systemic use,R06AX,트라닐라스트
513000ATR,"트라마돌, 아세트아미노펜",nan,N02AJ13,"트라마돌, 아세트아미노펜"
514100ATR,"트라마돌, 아세트아미노펜",nan,N02AJ13,"트라마돌, 아세트아미노펜"
242301ATR,트라마돌염산염,tramadol,N02AX02,트라마돌염산염
242302ATR,트라마돌염산염,tramadol,N02AX02,트라마돌염산염
242304ATR,트라마돌염산염,tramadol,N02AX02,트라마돌염산염
242305ACH,트라마돌염산염,tramadol,N02AX02,트라마돌염산염
242305ATB,트라마돌염산염,tramadol,N02AX02,트라마돌염산염
242308ATR,트라마돌염산염,tramadol,N02AX02,트라마돌염산염
242330BIJ,트라마돌염산염,tramadol,N02AX02,트라마돌염산염
242331BIJ,트라마돌염산염,tramadol,N02AX02,트라마돌염산염
480600ATB,"트라마돌염산염, 아세트아미노펜",nan,N02AJ13,"트라마돌염산염, 아세트아미노펜"
513000ATB,"트라마돌염산염,아세트아미노펜",nan,N02AJ13,"트라마돌염산염,아세트아미노펜"
645401ATB,트라메티닙디메틸설폭시드,trametinib,L01EE01,트라메티닙디메틸설폭시드
645402ATB,트라메티닙디메틸설폭시드,trametinib,L01EE01,트라메티닙디메틸설폭시드
442230COS,트라보프로스트,travoprost,S01EE04,트라보프로스트
442231COS,트라보프로스트,travoprost,S01EE04,트라보프로스트
242801BIJ,트라스투주맙,nan,L01FD01,트라스투주맙
242802BIJ,트라스투주맙,nan,L01FD01,트라스투주맙
242830BIJ,트라스투주맙,trastuzumab,L01FD01,트라스투주맙
713601BIJ,트라스투주맙데룩스테칸,trastuzumab deruxtecan,L01FD04,트라스투주맙데룩스테칸
626001BIJ,트라스투주맙엠탄신,trastuzumab emtansine,L01FD03,트라스투주맙엠탄신
626002BIJ,트라스투주맙엠탄신,trastuzumab emtansine,L01FD03,트라스투주맙엠탄신
242901ATB,트라조돈염산염,trazodone,N06AX05,트라조돈염산염
242902ATB,트라조돈염산염,trazodone,N06AX05,트라조돈염산염
242903ATR,트라조돈염산염,trazodone,N06AX05,트라조돈염산염
725701BIJ,트랄로키누맙,tralokinumab,D11AH07,트랄로키누맙
243001ACS,트레티노인,nan,,트레티노인
512430BIJ,트레프로스티닐,treprostinil,B01AC21,트레프로스티닐
512431BIJ,트레프로스티닐,treprostinil,B01AC21,트레프로스티닐
512432BIJ,트레프로스티닐,treprostinil,B01AC21,트레프로스티닐
245501ATB,트로스퓸염화물,trospium,G04BD09,트로스퓸염화물
245332COS,트로픽아미드,tropicamide,S01FA06,트로픽아미드
515400COS,"트로픽아미드,페닐레프린","tropicamide, combinations",S01FA56,"트로픽아미드,페닐레프린"
244330ASY,트리메부틴,trimebutine,A03AA05,트리메부틴
244301ATB,트리메부틴말레산염,nan,A03AA05,트리메부틴말레산염
244303ATR,트리메부틴말레산염,nan,A03AA05,트리메부틴말레산염
244305ATB,트리메부틴말레산염,nan,A03AA05,트리메부틴말레산염
244302ATB,트리메부틴말레산염,trimebutine,A03AA05,트리메부틴말레산염
244501ATB,트리메타지딘염산염,trimetazidine,C01EB15,트리메타지딘염산염
244502ATR,트리메타지딘염산염,trimetazidine,C01EB15,트리메타지딘염산염
243501ATB,트리아졸람,triazolam,N05CD05,트리아졸람
243502ATB,트리아졸람,triazolam,N05CD05,트리아졸람
243201ATB,트리암시놀론,triamcinolone,H02AB08,트리암시놀론
243202ATB,트리암시놀론,triamcinolone,H02AB08,트리암시놀론
243203ATB,트리암시놀론,triamcinolone,H02AB08,트리암시놀론
243330CLQ,트리암시놀론아세토니드,nan,,트리암시놀론아세토니드
243331CCM,트리암시놀론아세토니드,triamcinolone,D07AB09,트리암시놀론아세토니드
243332CCM,트리암시놀론아세토니드,triamcinolone,D07AB09,트리암시놀론아세토니드
243335BIJ,트리암시놀론아세토니드,triamcinolone,H02AB08,트리암시놀론아세토니드
243339COM,트리암시놀론아세토니드,triamcinolone,D07AB09,트리암시놀론아세토니드
243340BIJ,트리암시놀론아세토니드,triamcinolone,S01BA05,트리암시놀론아세토니드
480101ACH,트리엔틴염산염,trientine,A16AX12,트리엔틴염산염
628330BIJ,트리페그필그라스팀,Colony stimulating factors,L03AA,트리페그필그라스팀
244030COS,트리플루리딘,trifluridine,S01AD02,트리플루리딘
244101ACH,트리플루살,triflusal,B01AC18,트리플루살
244102ACH,트리플루살,triflusal,B01AC18,트리플루살
244201ATB,트리헥시페니딜염산염,trihexyphenidyl,N04AA01,트리헥시페니딜염산염
244930BIJ,트립토렐린아세트산염,triptorelin,L02AE04,트립토렐린아세트산염
467502BIJ,트립토렐린파모산염,triptorelin,L02AE04,트립토렐린파모산염
239801ATB,티니다졸,tinidazole,P01AB02,티니다졸
239803ATB,티니다졸,tinidazole,P01AB02,티니다졸
439601BIJ,티로트로핀알파,thyrotropin,V04CJ01,티로트로핀알파
240301ATB,티로프라미드염산염,nan,A03AC05,티로프라미드염산염
240301ACH,티로프라미드염산염,tiropramide,A03AC05,티로프라미드염산염
240330BIJ,티로프라미드염산염,tiropramide,A03AC05,티로프라미드염산염
240230BIJ,티로피반염산염수화물,tirofiban,B01AC17,티로피반염산염수화물
239632COS,티몰롤말레산염,timolol,S01ED01,티몰롤말레산염
239634COS,티몰롤말레산염,timolol,S01ED01,티몰롤말레산염
239636COS,티몰롤말레산염,timolol,S01ED01,티몰롤말레산염
239001ATB,티볼론,nan,G03CX01,티볼론
706201BIJ,티사젠렉류셀,nan,L01XL04,티사젠렉류셀
729701BIJ,티슬렐리주맙,nan,,티슬렐리주맙
229601ATB,티아넵틴나트륨,tianeptine,N06AX14,티아넵틴나트륨
198001BIJ,티오테파,nan,L01AC01,티오테파
198003BIJ,티오테파,nan,L01AC01,티오테파
457301CCH,티오트로퓸브롬화물수화물,tiotropium bromide,R03BB04,티오트로퓸브롬화물수화물
457330CSI,티오트로퓸브롬화물수화물,tiotropium bromide,R03BB04,티오트로퓸브롬화물수화물
503430CSI,티오트로퓸브롬화물수화물,tiotropium bromide,R03BB04,티오트로퓸브롬화물수화물
250902ATR,티옥트산,nan,A16AX01,티옥트산
250901ATB,티옥트산,thioctic acid,A16AX01,티옥트산
250901ATR,티옥트산,thioctic acid,A16AX01,티옥트산
237830BIJ,티옥트산트로메타민,thioctic acid,A16AX01,티옥트산트로메타민
240701ATB,티자니딘염산염,tizanidine,M03BX02,티자니딘염산염
615901ATB,티카그렐러,ticagrelor,B01AC24,티카그렐러
615902ATB,티카그렐러,ticagrelor,B01AC24,티카그렐러
239201ATB,티클로피딘염산염,ticlopidine,B01AC05,티클로피딘염산염
239202ATB,티클로피딘염산염,ticlopidine,B01AC05,티클로피딘염산염
209302ATB,파록세틴염산염수화물,nan,N06AB05,파록세틴염산염수화물
209301ATB,파록세틴염산염수화물,paroxetine,N06AB05,파록세틴염산염수화물
209304ATR,파록세틴염산염수화물,paroxetine,N06AB05,파록세틴염산염수화물
209305ATR,파록세틴염산염수화물,paroxetine,N06AB05,파록세틴염산염수화물
718101BIJ,파리시맙,faricimab,S01LA09,파리시맙
430731BIJ,파리칼시톨,paricalcitol,H05BX02,파리칼시톨
467501BIJ,파모산트립토렐린,triptorelin,L02AE04,파모산트립토렐린
157301ATB,파모티딘,famotidine,A02BA03,파모티딘
157301ATD,파모티딘,famotidine,A02BA03,파모티딘
157302ATD,파모티딘,famotidine,A02BA03,파모티딘
157302BIJ,파모티딘,famotidine,A02BA03,파모티딘
157303ATB,파모티딘,famotidine,A02BA03,파모티딘
157302ATB,파모티딘,nan,A02BA03,파모티딘
207930BIJ,파미드론산나트륨오수화물,pamidronic acid,M05BA03,파미드론산나트륨오수화물
611801ATB,파조파닙염산염,pazopanib,L01EX03,파조파닙염산염
611802ATB,파조파닙염산염,pazopanib,L01EX03,파조파닙염산염
503701BIJ,파클리탁셀,nan,,파클리탁셀
207830BIJ,파클리탁셀,paclitaxel,L01CD01,파클리탁셀
207831BIJ,파클리탁셀,paclitaxel,L01CD01,파클리탁셀
207832BIJ,파클리탁셀,paclitaxel,L01CD01,파클리탁셀
207833BIJ,파클리탁셀,paclitaxel,L01CD01,파클리탁셀
207835BIJ,파클리탁셀,paclitaxel,L01CD01,파클리탁셀
208801ATE,판토프라졸나트륨세스키히드레이트,nan,A02BC02,판토프라졸나트륨세스키히드레이트
208802ATE,판토프라졸나트륨세스키히드레이트,nan,A02BC02,판토프라졸나트륨세스키히드레이트
208801BIJ,판토프라졸나트륨세스키히드레이트,pantoprazole,A02BC02,판토프라졸나트륨세스키히드레이트
656701ATE,판토프라졸헤미마그네슘수화물,pantoprazole,A02BC02,판토프라졸헤미마그네슘수화물
490030BIJ,팔로노세트론염산염,palonosetron,A04AA05,팔로노세트론염산염
490031BIJ,팔로노세트론염산염,palonosetron,A04AA05,팔로노세트론염산염
477501BIJ,팔리비주맙,palivizumab,J06BD01,팔리비주맙
477502BIJ,팔리비주맙,palivizumab,J06BD01,팔리비주맙
503201ATR,팔리페리돈,paliperidone,N05AX13,팔리페리돈
503202ATR,팔리페리돈,paliperidone,N05AX13,팔리페리돈
503203ATR,팔리페리돈,paliperidone,N05AX13,팔리페리돈
586430BIJ,팔리페리돈팔미테이트,paliperidone,N05AX13,팔리페리돈팔미테이트
586431BIJ,팔리페리돈팔미테이트,paliperidone,N05AX13,팔리페리돈팔미테이트
586432BIJ,팔리페리돈팔미테이트,paliperidone,N05AX13,팔리페리돈팔미테이트
586433BIJ,팔리페리돈팔미테이트,paliperidone,N05AX13,팔리페리돈팔미테이트
586434BIJ,팔리페리돈팔미테이트,paliperidone,N05AX13,팔리페리돈팔미테이트
586435BIJ,팔리페리돈팔미테이트,paliperidone,N05AX13,팔리페리돈팔미테이트
586436BIJ,팔리페리돈팔미테이트,paliperidone,N05AX13,팔리페리돈팔미테이트
586437BIJ,팔리페리돈팔미테이트,paliperidone,N05AX13,팔리페리돈팔미테이트
586438BIJ,팔리페리돈팔미테이트,paliperidone,N05AX13,팔리페리돈팔미테이트
586439BIJ,팔리페리돈팔미테이트,paliperidone,N05AX13,팔리페리돈팔미테이트
586440BIJ,팔리페리돈팔미테이트,paliperidone,N05AX13,팔리페리돈팔미테이트
655201ACH,팔보시클립,palbociclib,L01EF01,팔보시클립
655201ATB,팔보시클립,palbociclib,L01EF01,팔보시클립
655202ACH,팔보시클립,palbociclib,L01EF01,팔보시클립
655202ATB,팔보시클립,palbociclib,L01EF01,팔보시클립
655203ACH,팔보시클립,palbociclib,L01EF01,팔보시클립
655203ATB,팔보시클립,palbociclib,L01EF01,팔보시클립
157202ATB,팜시클로비르,famciclovir,J05AB09,팜시클로비르
157201ATB,팜시클로비르,nan,J05AB09,팜시클로비르
624601BIJ,퍼투주맙,pertuzumab,L01FD02,퍼투주맙
701500BIJ,퍼투주맙/트라스투주맙,nan,,퍼투주맙/트라스투주맙
701600BIJ,퍼투주맙/트라스투주맙,nan,,퍼투주맙/트라스투주맙
689501BIJ,페그비소만트,pegvisomant,H01AX01,페그비소만트
689502BIJ,페그비소만트,pegvisomant,H01AX01,페그비소만트
689503BIJ,페그비소만트,pegvisomant,H01AX01,페그비소만트
689504BIJ,페그비소만트,pegvisomant,H01AX01,페그비소만트
689505BIJ,페그비소만트,pegvisomant,H01AX01,페그비소만트
736901BIJ,페그세타코플란,nan,,페그세타코플란
654404BIJ,"페그인터페론베타-1a,유전자재조합",nan,L03AB13,"페그인터페론베타-1a,유전자재조합"
654403BIJ,"페그인터페론베타-1a,유전자재조합",peginterferon beta-1a,L03AB13,"페그인터페론베타-1a,유전자재조합"
